platform,appid,country,currency,initial,final,discount_percent,release_date,type,is_free,genres,categories,ts_collected_utc
steam,1229490,AU,AUD,34.99,34.99,0,"3 Sep, 2020",game,False,"Action,Indie,Early Access","Single-player,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1159690,RU,RUB,999.0,649.0,35,"7 Nov, 2025",game,False,"Action,Adventure,Indie,RPG,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,594650,AU,AUD,44.99,44.99,0,"27 Aug, 2019",game,False,Action,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Leaderboards,Remote Play on Tablet,Remote Play on TV",2025-11-17T05:02:14Z
steam,413150,MX,MXN,149.99,149.99,0,"26 Feb, 2016",game,False,"Indie,RPG,Simulation","Single-player,Multi-player,Co-op,Online Co-op,LAN Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,2322010,US,USD,59.99,59.99,0,"Sep 19, 2024",game,False,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Narrated Game Menus,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,22380,CN,CNY,41.0,41.0,0,"21 Oct, 2010",game,False,"Action,RPG","Single-player,Steam Achievements,Partial Controller Support,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,221100,AR,USD,49.99,49.99,0,"13 Dec, 2018",game,False,"Action,Adventure,Massively Multiplayer","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled",2025-11-17T05:02:14Z
steam,2221490,AR,USD,23.99,23.99,0,"12 Jan, 2023",game,False,"Action,Adventure,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Captions available,In-App Purchases,Partial Controller Support,HDR available",2025-11-17T05:02:14Z
steam,855740,AU,AUD,29.99,7.49,75,"12 May, 2023",game,False,"Action,Adventure,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1874880,KR,KRW,44900.0,31430.0,30,"16 Nov, 2023",game,False,"Action,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Captions available,Steam Cloud",2025-11-17T05:02:14Z
steam,2947440,PL,PLN,339.0,339.0,0,"24 Sep, 2025",game,False,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2385530,AR,USD,69.99,69.99,0,"27 Feb, 2025",game,False,"RPG,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen,Steam Achievements,Full controller support,In-App Purchases,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,1172710,AU,AUD,74.95,74.95,0,"10 Jun, 2025",game,False,"Action,Adventure,Massively Multiplayer,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud",2025-11-17T05:02:14Z
steam,850190,RU,RUB,1100.0,440.0,60,"15 Feb, 2024",game,False,"Adventure,Casual,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,4000,IT,EUR,9.99,9.99,0,"29 Nov, 2006",game,False,"Casual,Indie,Simulation","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor,Includes Source SDK,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1142710,FR,EUR,59.99,59.99,0,"16 Feb, 2022",game,False,"Action,Strategy","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2444750,NZ,NZD,35.99,35.99,0,"10 Sep, 2025",game,False,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,400750,AU,AUD,50.95,12.73,75,"11 Jun, 2021",game,False,"Action,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Family Sharing",2025-11-17T05:02:14Z
steam,2486820,IT,EUR,69.99,69.99,0,"25 Sep, 2025",game,False,"Action,Adventure,Racing","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Stereo Sound,Steam Cloud,Stats,Family Sharing",2025-11-17T05:02:14Z
steam,2379780,MX,MXN,178.99,178.99,0,"20 Feb, 2024",game,False,"Casual,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Color Alternatives,Custom Volume Controls,Mouse Only Option,Playable without Timed Input,Touch Only Option,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,346110,ES,EUR,14.79,14.79,0,"27 Aug, 2017",game,False,"Action,Adventure,Indie,Massively Multiplayer,RPG","Single-player,Multi-player,MMO,Co-op,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1898300,CN,CNY,92.0,55.2,40,"20 Jun, 2024",game,False,"Adventure,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1304930,CA,CAD,51.99,51.99,0,"5 Mar, 2024",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Family Sharing",2025-11-17T05:02:14Z
steam,2373990,AR,USD,39.99,39.99,0,"24 Nov, 2025",game,False,"Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Family Sharing",2025-11-17T05:02:14Z
steam,2362060,BR,BRL,304.5,304.5,0,"29 Jan, 2026",game,False,"Action,RPG","Single-player,Steam Achievements,Full controller support,Captions available,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,221100,AU,AUD,69.99,69.99,0,"13 Dec, 2018",game,False,"Action,Adventure,Massively Multiplayer","Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled",2025-11-17T05:02:14Z
steam,2379780,RU,RUB,610.0,610.0,0,"20 Feb, 2024",game,False,"Casual,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Color Alternatives,Custom Volume Controls,Mouse Only Option,Playable without Timed Input,Touch Only Option,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1551360,PL,PLN,249.9,249.9,0,"8 Nov, 2021",game,False,"Action,Adventure,Racing,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,1004640,CN,CNY,298.0,298.0,0,"30 Sep, 2025",game,False,"RPG,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,1304930,AU,AUD,58.5,58.5,0,"5 Mar, 2024",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Family Sharing",2025-11-17T05:02:14Z
steam,311210,NO,NOK,721.0,721.0,0,"5 Nov, 2015",game,False,"Action,Adventure","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Valve Anti-Cheat enabled,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,813780,NO,NOK,379.0,379.0,0,"14 Nov, 2019",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor,Family Sharing",2025-11-17T05:02:14Z
steam,292030,FR,EUR,29.99,29.99,0,"18 May, 2015",game,False,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,286160,SE,EUR,19.5,19.5,0,"5 Jun, 2015",game,False,"Casual,Indie,RPG,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Tracked Controller Support,VR Supported,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,270880,TR,USD,10.09,10.09,0,"2 Feb, 2016",game,False,"Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Trading Cards,Steam Workshop,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,1898300,ES,EUR,24.99,14.99,40,"20 Jun, 2024",game,False,"Adventure,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1229490,SE,EUR,23.99,23.99,0,"3 Sep, 2020",game,False,"Action,Indie,Early Access","Single-player,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1392860,FR,EUR,39.99,39.99,0,"9 Oct, 2025",game,False,Adventure,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,926990,NO,NOK,335.0,221.1,34,"22 Jul, 2025",game,False,"Action,RPG,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2025-11-17T05:02:14Z
steam,1158310,CA,CAD,66.99,66.99,0,"1 Sep, 2020",game,False,"RPG,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,550,TR,USD,5.79,5.79,0,"16 Nov, 2009",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Commentary available,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing,Steam Timeline",2025-11-17T05:02:14Z
steam,1593500,GB,GBP,39.99,39.99,0,"14 Jan, 2022",game,False,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Keyboard Only Option,Narrated Game Menus,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,553420,CN,CNY,108.0,54.0,50,"16 Mar, 2022",game,False,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2879840,TR,USD,8.99,8.99,0,"27 Oct, 2025",game,False,"Adventure,Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Workshop,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Includes level editor,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,2623190,GB,GBP,49.99,49.99,0,"22 Apr, 2025",game,False,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1874880,MX,MXN,569.99,398.99,30,"16 Nov, 2023",game,False,"Action,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Captions available,Steam Cloud",2025-11-17T05:02:14Z
steam,1969370,MX,MXN,399.99,399.99,0,"30 Sep, 2025",game,False,"Action,Casual","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,39210,AR,USD,15.99,15.99,0,"18 Feb, 2014",game,False,"Massively Multiplayer,RPG","Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Adjustable Text Size,Custom Volume Controls,Keyboard Only Option,Save Anytime,Stereo Sound,Surround Sound,Partial Controller Support,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,960090,ES,EUR,13.79,13.79,0,"17 Dec, 2018",game,False,Strategy,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,In-App Purchases,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,3548580,MX,MXN,145.99,116.79,20,"16 Nov, 2025",game,False,"Adventure,Casual,Indie","Single-player,Steam Achievements,Custom Volume Controls,Mouse Only Option,Playable without Timed Input,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2870920,NZ,NZD,29.99,22.49,25,"7 Nov, 2025",game,False,"Action,Casual,Indie,RPG,Simulation,Strategy","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2622380,IT,EUR,39.99,39.99,0,"29 May, 2025",game,False,"Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Camera Comfort,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1969370,CN,CNY,88.0,88.0,0,"30 Sep, 2025",game,False,"Action,Casual","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,1392860,US,USD,39.99,39.99,0,"Oct 9, 2025",game,False,Adventure,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,548430,AR,USD,14.99,14.99,0,"13 May, 2020",game,False,Action,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Subtitle Options,Steam Cloud,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,2870920,FR,EUR,19.99,14.99,25,"7 Nov, 2025",game,False,"Action,Casual,Indie,RPG,Simulation,Strategy","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,926990,PL,PLN,91.99,60.71,34,"22 Jul, 2025",game,False,"Action,RPG,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2025-11-17T05:02:14Z
steam,2772990,MX,MXN,109.98,76.98,30,"8 Nov, 2025",game,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1898300,PL,PLN,79.0,47.4,40,"20 Jun, 2024",game,False,"Adventure,Simulation,Strategy,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,250900,JP,JPY,1480.0,1480.0,0,"4 Nov, 2014",game,False,Action,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,1142710,NZ,NZD,112.95,112.95,0,"16 Feb, 2022",game,False,"Action,Strategy","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Steam Achievements,Steam Trading Cards,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1172710,DE,EUR,49.99,49.99,0,"10 Jun, 2025",game,False,"Action,Adventure,Massively Multiplayer,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud",2025-11-17T05:02:14Z
steam,1295660,AU,AUD,119.95,77.96,35,"10 Feb, 2025",game,False,"Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Adjustable Text Size,Camera Comfort,Chat Text-to-speech,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Narrated Game Menus,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Touch Only Option,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,1363080,CN,CNY,149.0,149.0,0,"26 Apr, 2024",game,False,"Simulation,Strategy,Early Access","Single-player,Steam Achievements,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1217060,US,USD,19.99,19.99,0,"Nov 17, 2021",game,False,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Family Sharing",2025-11-17T05:02:14Z
steam,284160,BR,BRL,59.99,59.99,0,"29 May, 2015",game,False,"Racing,Simulation,Early Access","Single-player,Steam Achievements,Steam Trading Cards,Camera Comfort,Custom Volume Controls,Keyboard Only Option,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,2385530,NL,EUR,69.99,69.99,0,"27 Feb, 2025",game,False,"RPG,Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen,Steam Achievements,Full controller support,In-App Purchases,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,105600,MX,MXN,123.99,123.99,0,"16 May, 2011",game,False,"Action,Adventure,Indie,RPG","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,377160,US,USD,19.99,19.99,0,"Nov 9, 2015",game,False,RPG,"Single-player,Steam Achievements,Full controller support,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Family Sharing",2025-11-17T05:02:14Z
steam,813780,DE,EUR,32.99,32.99,0,"14 Nov, 2019",game,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor,Family Sharing",2025-11-17T05:02:14Z
steam,431960,BR,BRL,17.99,17.99,0,"16 Nov, 2018",game,False,"Casual,Indie,Animation & Modeling,Design & Illustration,Photo Editing,Utilities","Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Workshop,Includes level editor",2025-11-17T05:02:14Z
steam,2373990,SE,EUR,39.99,39.99,0,"24 Nov, 2025",game,False,"Action,RPG","Single-player,Multi-player,Co-op,Online Co-op,Full controller support,Family Sharing",2025-11-17T05:02:14Z
steam,2623190,US,USD,49.99,49.99,0,"Apr 22, 2025",game,False,RPG,"Single-player,Steam Achievements,Steam Trading Cards,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2186680,CN,CNY,188.0,188.0,0,"7 Dec, 2023",game,False,"Action,Adventure,Indie,RPG,Strategy","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Adjustable Text Size,Custom Volume Controls,Mouse Only Option,Save Anytime,Stereo Sound,Subtitle Options,Surround Sound,Partial Controller Support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,553420,NO,NOK,335.0,167.5,50,"16 Mar, 2022",game,False,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,2492040,MX,MXN,1094.7,437.88,60,"24 Apr, 2025",game,False,Action,"Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1623730,ES,EUR,28.99,28.99,0,"18 Jan, 2024",game,False,"Action,Adventure,Indie,RPG,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,553420,DE,EUR,28.99,14.49,50,"16 Mar, 2022",game,False,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1874880,RU,RUB,2690.0,1883.0,30,"16 Nov, 2023",game,False,"Action,Simulation,Strategy","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Captions available,Steam Cloud",2025-11-17T05:02:14Z
steam,2246340,NO,NOK,769.0,769.0,0,"27 Feb, 2025",game,False,"Action,Adventure,RPG","Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Keyboard Only Option,Stereo Sound,Subtitle Options,Surround Sound,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,926990,DE,EUR,28.99,19.13,34,"22 Jul, 2025",game,False,"Action,RPG,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing",2025-11-17T05:02:14Z
steam,3862670,PL,PLN,22.99,18.39,20,"16 Nov, 2025",game,False,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Camera Comfort,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,3167020,SE,EUR,17.99,17.99,0,"16 Oct, 2025",game,False,"Action,Adventure,Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Custom Volume Controls,Adjustable Difficulty,Stereo Sound,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,648800,TR,USD,19.99,19.99,0,"20 Jun, 2022",game,False,"Adventure,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Steam Cloud,Family Sharing",2025-11-17T05:02:14Z
steam,1260320,MX,MXN,339.0,203.4,40,"20 Sep, 2023",game,False,"Action,Casual,Indie","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Remote Play Together,Family Sharing",2025-11-17T05:02:14Z
steam,2651280,GB,GBP,49.99,49.99,0,"30 Jan, 2025",game,False,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Cloud,HDR available,Family Sharing",2025-11-17T05:02:14Z
steam,3230400,NL,EUR,69.99,69.99,0,"14 Aug, 2025",game,False,"Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Camera Comfort,Chat Speech-to-text,Chat Text-to-speech,Color Alternatives,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available,Family Sharing",2025-11-17T05:02:14Z
